theta1,theta2,theta3
0.21101,0.131888,0.657103
0.136755,0.196825,0.66642
0.25324,0.148617,0.598143
0.0698597,0.629385,0.300755
0.040556,0.258076,0.701368
0.046796,0.10832,0.844884
0.325872,0.410182,0.263946
0.13342,0.522228,0.344352
0.180992,0.169472,0.649536
0.143242,0.240332,0.616426
0.148731,0.330034,0.521235
0.210959,0.203324,0.585717
0.144472,0.411649,0.443879
0.316151,0.108216,0.575632
0.0945453,0.452694,0.452761
0.23226,0.129582,0.638158
0.381365,0.25977,0.358865
0.297886,0.244138,0.457976
0.170342,0.264391,0.565267
0.157894,0.285722,0.556384
0.0973221,0.219191,0.683487
0.198682,0.330082,0.471236
0.267212,0.081569,0.651219
0.182656,0.354113,0.463231
0.209143,0.44116,0.349698
0.126272,0.290652,0.583076
0.208222,0.163494,0.628284
0.0141788,0.545247,0.440574
0.140955,0.104551,0.754494
0.145349,0.228662,0.625989
0.0504219,0.22458,0.724998
0.185401,0.127576,0.687024
0.106586,0.184609,0.708806
0.130457,0.398684,0.470858
0.323173,0.252897,0.42393
0.171109,0.415969,0.412922
0.22562,0.261754,0.512626
0.166402,0.376528,0.457069
0.261442,0.138511,0.600047
0.243611,0.19861,0.557779
0.0745464,0.258155,0.667298
0.160066,0.290704,0.549231
0.154124,0.30445,0.541426
0.122929,0.465701,0.41137
0.206331,0.0610181,0.732651
0.0498639,0.358204,0.591932
0.343473,0.312463,0.344064
0.34877,0.102229,0.549001
0.211245,0.284413,0.504342
0.208172,0.0281969,0.763631
0.105801,0.301857,0.592342
0.287252,0.247991,0.464757
0.0946096,0.491843,0.413548
0.142212,0.182258,0.67553
0.495415,0.174783,0.329803
0.0445681,0.134368,0.821064
0.0444856,0.225998,0.729517
0.109978,0.5312,0.358822
0.290612,0.354662,0.354726
0.00478335,0.285535,0.709682
0.13018,0.321629,0.548191
0.124675,0.237544,0.637781
0.108745,0.273977,0.617277
0.238199,0.506572,0.25523
0.21026,0.190223,0.599517
0.329421,0.350683,0.319895
0.19549,0.408761,0.395749
0.122641,0.423068,0.454291
0.0435904,0.616718,0.339692
0.396984,0.200101,0.402915
0.151474,0.267849,0.580677
0.123572,0.525029,0.351399
0.525699,0.209346,0.264955
0.100843,0.0967803,0.802377
0.295737,0.191806,0.512457
0.319628,0.355102,0.32527
0.299558,0.311545,0.388897
0.29244,0.323505,0.384055
0.383311,0.248665,0.368024
0.270717,0.167235,0.562047
0.0786549,0.193231,0.728114
0.161071,0.478606,0.360323
0.0394215,0.318363,0.642215
0.279098,0.307201,0.413701
0.0452078,0.609653,0.345139
0.263869,0.387908,0.348223
0.350988,0.123424,0.525588
0.220255,0.342327,0.437418
0.0300074,0.357093,0.6129
0.100906,0.376028,0.523066
0.163333,0.409279,0.427388
0.174899,0.409158,0.415943
0.230111,0.44504,0.324849
0.0865056,0.236693,0.676801
0.211972,0.230816,0.557212
0.187431,0.119062,0.693507
0.364147,0.145186,0.490667
0.0914292,0.0663817,0.842189
0.133935,0.196709,0.669356
0.435531,0.31374,0.250729
0.196122,0.271253,0.532625
0.263684,0.541418,0.194898
0.149538,0.365742,0.484721
0.170375,0.444282,0.385343
0.201835,0.411183,0.386983
0.338489,0.25429,0.407222
0.179759,0.184516,0.635725
0.0723605,0.596144,0.331495
0.246582,0.339529,0.413889
0.0729889,0.104297,0.822714
0.451718,0.198356,0.349926
0.220923,0.386979,0.392097
0.213867,0.27242,0.513713
0.173641,0.5466,0.279759
0.297883,0.236996,0.465121
0.057522,0.262343,0.680135
0.198802,0.10252,0.698678
0.073695,0.536084,0.390221
0.11819,0.304497,0.577312
0.0119214,0.116959,0.87112
0.114529,0.66417,0.221301
0.0840364,0.581889,0.334075
0.0769334,0.289652,0.633415
0.393632,0.107531,0.498837
0.0654539,0.0835993,0.850947
0.151245,0.545739,0.303016
0.319236,0.301749,0.379015
0.214109,0.210183,0.575707
0.0815808,0.427368,0.491051
0.262852,0.266116,0.471031
0.126561,0.218494,0.654945
0.0629189,0.27501,0.662071
0.0931841,0.151449,0.755366
0.526637,0.0960683,0.377294
0.0456634,0.249371,0.704965
0.0145207,0.399434,0.586045
0.31205,0.173051,0.514899
0.0875534,0.363991,0.548456
0.238877,0.346053,0.41507
0.134198,0.199429,0.666373
0.0853801,0.502543,0.412077
0.201962,0.147159,0.650879
0.11888,0.0979285,0.783191
0.109685,0.226929,0.663386
0.427623,0.10631,0.466067
0.441697,0.167181,0.391123
0.13815,0.412115,0.449735
0.0742136,0.240852,0.684935
0.186287,0.184281,0.629433
0.064658,0.360121,0.575221
0.0544909,0.49549,0.450019
0.0669376,0.315023,0.618039
0.25833,0.142313,0.599357
0.034816,0.372533,0.592651
0.293717,0.299207,0.407076
0.0246943,0.571209,0.404096
0.213672,0.425454,0.360874
0.282957,0.0451299,0.671913
0.0274363,0.501771,0.470793
0.144243,0.491049,0.364708
0.246409,0.169382,0.584209
0.489345,0.0429224,0.467733
0.17718,0.129466,0.693354
0.255252,0.328104,0.416644
0.228109,0.357582,0.414309
0.200764,0.470097,0.32914
0.294019,0.0754449,0.630536
0.503787,0.179915,0.316298
0.176142,0.444885,0.378974
0.114606,0.200975,0.68442
0.248625,0.225739,0.525636
0.437399,0.124545,0.438056
0.0433878,0.365413,0.591199
0.492876,0.261131,0.245993
0.145246,0.434966,0.419788
0.358773,0.359488,0.281738
0.302862,0.0580419,0.639096
0.352816,0.170633,0.476551
0.25875,0.21676,0.524491
0.463278,0.25319,0.283533
0.11208,0.792289,0.0956303
0.186922,0.291088,0.52199
0.227374,0.442204,0.330422
0.0493032,0.199538,0.751159
0.133524,0.424415,0.442061
0.089755,0.429198,0.481047
0.220688,0.0788553,0.700456
0.0954223,0.342421,0.562156
0.202589,0.146625,0.650785
0.161369,0.538771,0.29986
0.113661,0.538153,0.348186
0.0216049,0.283404,0.694991
0.0877914,0.35748,0.554728
0.127707,0.340964,0.531329
0.0810495,0.380871,0.53808
0.211841,0.344802,0.443357
0.18178,0.172288,0.645932
0.0405007,0.163623,0.795877
0.100407,0.0900615,0.809532
0.182182,0.288952,0.528866
0.153714,0.31298,0.533306
0.0904356,0.41151,0.498055
0.40718,0.140306,0.452514
0.19404,0.297126,0.508834
0.0417553,0.537089,0.421156
0.145585,0.294635,0.559781
0.200599,0.394635,0.404767
0.0983685,0.18717,0.714462
0.411575,0.197486,0.390939
0.131652,0.596879,0.27147
0.231821,0.127387,0.640792
0.0770974,0.0858247,0.837078
0.0913525,0.497373,0.411275
0.296408,0.306013,0.397579
0.153171,0.46828,0.378548
0.37728,0.202638,0.420082
0.154536,0.301306,0.544158
0.138177,0.391638,0.470185
0.348229,0.222523,0.429248
0.41965,0.368162,0.212188
0.378776,0.216684,0.404541
0.547621,0.0920874,0.360291
0.292947,0.39059,0.316463
0.341798,0.298076,0.360126
0.124569,0.286967,0.588464
0.182093,0.198886,0.619021
0.123046,0.27807,0.598884
0.630547,0.144044,0.225409
0.301479,0.471504,0.227017
0.120581,0.532996,0.346423
0.102796,0.0214958,0.875709
0.224448,0.266002,0.509549
0.164468,0.105404,0.730127
0.148314,0.203094,0.648592
0.34453,0.283011,0.372459
0.101281,0.340191,0.558528
0.129269,0.366866,0.503865
0.0463017,0.419462,0.534236
0.241282,0.376749,0.381968
0.138594,0.370428,0.490978
0.0622672,0.452875,0.484858
0.121932,0.349868,0.528199
0.187414,0.263622,0.548964
0.199735,0.208018,0.592247
0.245123,0.420721,0.334155
0.126287,0.348548,0.525166
0.207594,0.337721,0.454685
0.0544631,0.561582,0.383955
0.170953,0.313924,0.515123
0.23908,0.348156,0.412764
0.455346,0.175512,0.369143
0.17408,0.291437,0.534483
0.225605,0.239457,0.534938
0.400543,0.134385,0.465073
0.382707,0.208942,0.408351
0.126231,0.251053,0.622716
0.293654,0.108276,0.59807
0.261888,0.242431,0.495681
0.252405,0.413241,0.334353
0.29823,0.257883,0.443887
0.211921,0.0988531,0.689226
0.0824002,0.276557,0.641043
0.0506524,0.496356,0.452992
0.0606513,0.433038,0.506311
0.231094,0.387526,0.38138
0.1893,0.148834,0.661866
0.189799,0.168819,0.641382
0.0565096,0.386276,0.557214
0.534199,0.148191,0.317611
0.246845,0.176139,0.577016
0.0857178,0.370927,0.543356
0.113416,0.215723,0.670861
0.0301004,0.450226,0.519674
0.133025,0.515899,0.351076
0.326475,0.162185,0.51134
0.139006,0.30111,0.559884
0.270906,0.280343,0.448751
0.450049,0.102625,0.447326
0.424398,0.16671,0.408892
0.260189,0.119246,0.620565
0.192525,0.202553,0.604922
0.338187,0.373271,0.288542
0.117946,0.196002,0.686052
0.0552957,0.375362,0.569343
0.200401,0.274903,0.524696
0.239864,0.220291,0.539845
0.130555,0.332712,0.536733
0.265396,0.275576,0.459028
0.0641679,0.179309,0.756523
0.0970164,0.590984,0.311999
0.192285,0.312031,0.495684
0.106776,0.423873,0.469351
0.0759922,0.388611,0.535397
0.206557,0.361131,0.432311
0.397723,0.304925,0.297352
0.466234,0.332856,0.200909
0.475819,0.114856,0.409326
0.0665228,0.379944,0.553533
0.185098,0.518453,0.296448
0.140578,0.124611,0.734812
0.208708,0.350978,0.440314
0.337385,0.251327,0.411289
0.257877,0.492789,0.249333
0.0855278,0.18258,0.731893
0.0625152,0.110883,0.826601
0.0678463,0.526295,0.405859
0.432974,0.0858206,0.481205
0.156137,0.320947,0.522916
0.2358,0.241463,0.522737
0.0855817,0.290792,0.623626
0.193286,0.304435,0.502279
0.238497,0.401642,0.359861
0.286004,0.352161,0.361835
0.195899,0.41529,0.38881
0.288018,0.407779,0.304203
0.246715,0.346086,0.407199
0.236136,0.442948,0.320916
0.421784,0.114979,0.463237
0.194958,0.306346,0.498696
0.203172,0.225695,0.571133
0.658548,0.195734,0.145719
0.0841398,0.380476,0.535384
0.104581,0.387734,0.507686
0.219382,0.174613,0.606005
0.0963468,0.315412,0.588241
0.251858,0.556836,0.191306
0.140676,0.209074,0.65025
0.165753,0.46411,0.370138
0.0292205,0.375128,0.595651
0.261398,0.111329,0.627274
0.238239,0.395303,0.366458
0.0720217,0.306644,0.621334
0.135863,0.0704498,0.793687
0.261057,0.393432,0.345511
0.310914,0.391001,0.298084
0.305137,0.154393,0.540469
0.1887,0.219491,0.591809
0.25546,0.188188,0.556352
0.18243,0.318596,0.498974
0.198835,0.346844,0.454321
0.265247,0.240819,0.493934
0.288582,0.457532,0.253886
0.352852,0.260884,0.386264
0.28578,0.247622,0.466598
0.241059,0.329457,0.429484
0.178344,0.495477,0.326179
0.197002,0.256029,0.54697
0.218226,0.213126,0.568648
0.154155,0.360864,0.484981
0.105614,0.150991,0.743395
0.553553,0.183771,0.262677
0.520177,0.165127,0.314696
0.315151,0.20919,0.47566
0.27814,0.0952337,0.626627
0.0548831,0.330942,0.614175
0.11801,0.352463,0.529526
0.272857,0.221874,0.505269
0.120688,0.306749,0.572564
0.280852,0.269323,0.449824
0.218085,0.382387,0.399527
0.089238,0.409323,0.501439
0.104063,0.265902,0.630035
0.0977074,0.294485,0.607808
0.190346,0.0711309,0.738523
0.359243,0.140617,0.500141
0.196059,0.429141,0.3748
0.159361,0.213528,0.62711
0.215686,0.338536,0.445778
0.417515,0.055761,0.526724
0.456222,0.138474,0.405303
0.365376,0.273895,0.360728
0.188319,0.31208,0.499601
0.262964,0.241017,0.496019
0.226279,0.288813,0.484907
0.323842,0.471772,0.204386
0.348615,0.347639,0.303746
0.0820778,0.325606,0.592316
0.0799013,0.527368,0.39273
0.0677488,0.0410013,0.89125
0.078457,0.35941,0.562133
0.183838,0.568417,0.247745
0.0898103,0.478197,0.431993
0.237307,0.159087,0.603605
0.0900921,0.675402,0.234506
0.376823,0.25493,0.368247
0.432672,0.098259,0.469069
0.107144,0.315738,0.577118
0.030394,0.282037,0.687569
0.0549322,0.122186,0.822881
0.0813444,0.36192,0.556736
0.119651,0.0952303,0.785119
0.13454,0.236273,0.629187
0.222767,0.273548,0.503686
0.106173,0.274148,0.61968
0.143652,0.102974,0.753374
0.210502,0.374697,0.414801
0.365564,0.270021,0.364414
0.0363065,0.68508,0.278614
0.0845271,0.578528,0.336945
0.133828,0.3451,0.521072
0.233349,0.360253,0.406397
0.455098,0.175493,0.369409
0.205307,0.167774,0.626919
0.0392976,0.255288,0.705414
0.144658,0.328967,0.526375
0.141185,0.515724,0.343091
0.0762148,0.351004,0.572782
0.101192,0.639695,0.259113
0.209124,0.427923,0.362953
0.0574969,0.111449,0.831054
0.333267,0.317009,0.349724
0.436207,0.21307,0.350723
0.292917,0.237914,0.469169
0.166701,0.0689422,0.764357
0.327541,0.113169,0.55929
0.140814,0.306292,0.552894
0.268293,0.0872288,0.644478
0.421283,0.0280939,0.550623
0.053621,0.69051,0.255869
0.0840851,0.136755,0.77916
0.208738,0.260609,0.530653
0.0796258,0.246582,0.673793
0.0997671,0.201034,0.699199
0.0728266,0.199368,0.727805
0.115323,0.278078,0.606599
0.199505,0.144372,0.656123
0.112857,0.199674,0.687469
0.0978979,0.456302,0.445801
0.263492,0.266921,0.469587
0.106623,0.177162,0.716214
0.382008,0.285048,0.332944
0.178308,0.272839,0.548853
0.130635,0.590388,0.278976
0.0577419,0.15496,0.787298
0.111106,0.433185,0.455709
0.471376,0.116866,0.411759
0.55768,0.287495,0.154825
0.246823,0.325194,0.427983
0.416906,0.252761,0.330332
0.0865943,0.326976,0.58643
0.0527885,0.456525,0.490686
0.162249,0.426962,0.41079
0.372491,0.204435,0.423074
0.208563,0.0529055,0.738532
0.110262,0.494594,0.395144
0.0941559,0.564862,0.340982
0.060717,0.362023,0.57726
0.386653,0.199696,0.413652
0.290742,0.0865281,0.62273
0.229685,0.375052,0.395263
0.232455,0.170397,0.597148
0.234094,0.239967,0.525939
0.440479,0.171196,0.388325
0.0450439,0.457761,0.497195
0.251093,0.0630456,0.685861
0.303557,0.0839236,0.612519
0.0349402,0.326835,0.638225
0.0406512,0.306546,0.652802
0.220229,0.190626,0.589146
0.50929,0.120457,0.370253
0.291465,0.432681,0.275854
0.082301,0.296568,0.621131
0.131771,0.394521,0.473707
0.167846,0.195929,0.636224
0.111175,0.11155,0.777275
0.16191,0.324127,0.513963
0.198547,0.550653,0.2508
0.376465,0.174037,0.449498
0.092514,0.263896,0.64359
0.527499,0.165373,0.307127
0.356747,0.232654,0.4106
0.174913,0.351066,0.474021
0.542708,0.147252,0.31004
0.0574953,0.340048,0.602457
0.0865872,0.462179,0.451233
0.223191,0.265351,0.511458
0.209798,0.621788,0.168413
0.0390631,0.371701,0.589236
0.229073,0.312847,0.45808
0.585543,0.132462,0.281995
0.0871392,0.266552,0.646309
0.0730589,0.18811,0.738831
0.405128,0.353573,0.241299
0.10079,0.18274,0.71647
0.0960153,0.198144,0.70584
0.0765081,0.248729,0.674763
0.122074,0.222489,0.655437
0.170984,0.155422,0.673594
0.164221,0.628179,0.2076
0.186678,0.400669,0.412653
0.135027,0.252876,0.612097
0.16008,0.642955,0.196965
0.265317,0.435974,0.298709
0.205546,0.240893,0.553561
0.209553,0.158825,0.631622
0.330211,0.38346,0.286329
0.488742,0.181648,0.32961
0.102531,0.433958,0.463511
0.0588213,0.248207,0.692971
0.172105,0.498859,0.329036
0.0800904,0.293772,0.626137
0.248246,0.209152,0.542602
0.130911,0.392064,0.477025
0.178964,0.455116,0.36592
0.367292,0.145987,0.486721
0.571017,0.276219,0.152764
0.250717,0.281077,0.468207
0.188233,0.425364,0.386403
0.271681,0.255673,0.472646
0.189891,0.419501,0.390607
0.132806,0.565486,0.301708
0.325917,0.274849,0.399235
0.202931,0.248573,0.548497
0.206061,0.322776,0.471163
0.206974,0.418695,0.37433
0.122144,0.503881,0.373975
0.104127,0.220998,0.674875
0.414337,0.387923,0.19774
0.209306,0.364734,0.42596
0.0474718,0.483961,0.468567
0.147261,0.244534,0.608204
0.0690986,0.38653,0.544372
0.220575,0.231295,0.54813
0.0497683,0.293231,0.657001
0.247665,0.250885,0.50145
0.0503626,0.200846,0.748792
0.39055,0.252054,0.357396
0.136146,0.0721629,0.791691
0.159108,0.349648,0.491244
0.152192,0.41973,0.428078
0.204067,0.325942,0.469991
0.0867581,0.221588,0.691654
0.0993521,0.394143,0.506505
0.222398,0.240273,0.537329
0.0815628,0.302817,0.615621
0.120624,0.572209,0.307167
0.065051,0.304774,0.630175
0.640985,0.108916,0.250099
0.206462,0.389505,0.404033
0.14622,0.196145,0.657635
0.208398,0.22069,0.570912
0.157291,0.269292,0.573417
0.392846,0.237112,0.370041
0.265695,0.402551,0.331754
0.247245,0.181725,0.57103
0.0919102,0.371634,0.536456
0.131331,0.360918,0.507751
0.278935,0.231653,0.489412
0.0753507,0.40064,0.524009
0.179451,0.286563,0.533986
0.156629,0.279794,0.563577
0.0717054,0.193756,0.734539
0.321235,0.1283,0.550465
0.144885,0.400628,0.454488
0.152379,0.0996217,0.747999
0.0285659,0.397961,0.573473
0.175303,0.315611,0.509086
0.49003,0.168883,0.341087
0.258969,0.218792,0.522239
0.113826,0.18753,0.698644
0.118216,0.24214,0.639645
0.589578,0.19155,0.218872
0.081429,0.339789,0.578782
0.124107,0.124301,0.751593
0.102439,0.292371,0.60519
0.0668141,0.331128,0.602058
0.172519,0.23514,0.592341
0.191413,0.298149,0.510438
0.353305,0.121099,0.525596
0.0310627,0.418768,0.55017
0.24747,0.302087,0.450443
0.237732,0.0188839,0.743384
0.0658826,0.338922,0.595195
0.200284,0.255555,0.544161
0.272809,0.433305,0.293885
0.122017,0.293267,0.584716
0.215723,0.238792,0.545485
0.286394,0.489076,0.22453
0.0667856,0.490431,0.442784
0.0381511,0.549647,0.412202
0.172701,0.545776,0.281523
0.138617,0.200225,0.661157
0.147507,0.261651,0.590842
0.126275,0.552361,0.321365
0.118453,0.242393,0.639154
0.359405,0.205665,0.43493
0.252024,0.191874,0.556102
0.0555567,0.327413,0.61703
0.0257784,0.31013,0.664092
0.182774,0.302485,0.51474
0.106546,0.111662,0.781792
0.166006,0.276734,0.55726
0.111057,0.24766,0.641283
0.325779,0.309355,0.364866
0.215922,0.168109,0.615968
0.108226,0.231472,0.660302
0.0905409,0.163834,0.745625
0.15187,0.317877,0.530253
0.297609,0.208001,0.49439
0.203773,0.284778,0.51145
0.283584,0.0911787,0.625238
0.327131,0.239692,0.433177
0.261017,0.185005,0.553978
0.153061,0.205405,0.641534
0.154964,0.231167,0.613868
0.505907,0.233716,0.260378
0.126534,0.366054,0.507413
0.11703,0.315986,0.566985
0.153357,0.0806208,0.766022
0.488824,0.0723267,0.438849
0.250547,0.0566361,0.692817
0.0906515,0.266296,0.643053
0.0592092,0.511975,0.428815
0.0734765,0.537217,0.389306
0.112788,0.129544,0.757669
0.0758954,0.252687,0.671418
0.561908,0.0585425,0.379549
0.273404,0.297758,0.428839
0.258625,0.427831,0.313544
0.0991582,0.60165,0.299192
0.0995203,0.537704,0.362776
0.351169,0.192256,0.456575
0.191013,0.45612,0.352867
0.101164,0.41993,0.478906
0.315032,0.43388,0.251088
0.129078,0.496193,0.374729
0.0616667,0.274495,0.663838
0.186413,0.242667,0.57092
0.0737698,0.391439,0.534791
0.218261,0.151883,0.629855
0.137172,0.44994,0.412888
0.160527,0.303048,0.536425
0.284122,0.314437,0.401441
0.210085,0.0381905,0.751724
0.245707,0.235062,0.519231
0.0325932,0.221071,0.746336
0.133493,0.237008,0.629498
0.0583049,0.311846,0.629849
0.300489,0.516074,0.183437
0.0564695,0.546109,0.397421
0.383844,0.394061,0.222095
0.184807,0.258002,0.557192
0.0542395,0.353505,0.592256
0.250235,0.339691,0.410074
0.228482,0.379412,0.392106
0.242579,0.357737,0.399683
0.0174173,0.627573,0.35501
0.314453,0.268055,0.417492
0.15048,0.372145,0.477375
0.249791,0.181861,0.568348
0.0688562,0.292027,0.639117
0.158117,0.309485,0.532398
0.146193,0.164228,0.689579
0.0742408,0.159781,0.765978
0.124007,0.0422369,0.833756
0.138832,0.288973,0.572194
0.210112,0.360674,0.429214
0.218458,0.385363,0.396179
0.204697,0.254575,0.540728
0.203697,0.121236,0.675067
0.154571,0.224591,0.620838
0.10994,0.515841,0.374219
0.36216,0.0973481,0.540492
0.0640677,0.392693,0.543239
0.0576579,0.353594,0.588748
0.171217,0.267584,0.5612
0.376809,0.230896,0.392294
0.219995,0.231173,0.548832
0.387973,0.350009,0.262018
0.530037,0.138776,0.331187
0.53205,0.0386948,0.429255
0.0936172,0.258114,0.648269
0.105715,0.459689,0.434597
0.137732,0.261696,0.600572
0.436669,0.0996861,0.463645
0.0801967,0.377885,0.541919
0.234394,0.164281,0.601326
0.112446,0.539063,0.348491
0.0177035,0.538614,0.443683
0.0493385,0.485745,0.464916
0.443053,0.0811077,0.47584
0.321056,0.146635,0.532309
0.202347,0.163455,0.634198
0.21927,0.223137,0.557593
0.196583,0.408372,0.395044
0.175378,0.49127,0.333352
0.287592,0.219919,0.492489
0.0549404,0.371711,0.573349
0.274606,0.106407,0.618987
0.115945,0.403994,0.480062
0.164836,0.227934,0.60723
0.108732,0.411798,0.47947
0.561205,0.19445,0.244344
0.0898914,0.407902,0.502207
0.30145,0.0354374,0.663112
0.184605,0.207546,0.607849
0.237105,0.450092,0.312802
0.082647,0.219545,0.697808
0.241014,0.0962634,0.662722
0.0100562,0.481505,0.508439
0.108811,0.215708,0.67548
0.0874786,0.48211,0.430411
0.167832,0.280505,0.551663
0.429345,0.306495,0.26416
0.278916,0.282032,0.439052
0.413757,0.083906,0.502337
0.413787,0.419563,0.16665
0.257567,0.387518,0.354915
0.0977491,0.228643,0.673608
0.377216,0.181509,0.441274
0.0782175,0.357389,0.564393
0.224058,0.444426,0.331516
0.144631,0.760906,0.094463
0.128058,0.496514,0.375428
0.16413,0.285307,0.550564
0.194533,0.274101,0.531366
0.122667,0.401073,0.47626
0.424915,0.359839,0.215247
0.224925,0.233586,0.541489
0.353094,0.234205,0.412701
0.255053,0.377195,0.367752
0.242612,0.368874,0.388514
0.0546591,0.137748,0.807593
0.156903,0.365758,0.477339
0.0264542,0.173987,0.799559
0.264862,0.236242,0.498896
0.317016,0.317662,0.365322
0.053155,0.535507,0.411338
0.240178,0.19076,0.569063
0.208581,0.220177,0.571242
0.156666,0.537175,0.30616
0.474342,0.217931,0.307727
0.043136,0.34741,0.609454
0.0604744,0.189691,0.749834
0.194445,0.229392,0.576163
0.33601,0.220758,0.443232
0.392376,0.279328,0.328296
0.0217038,0.306909,0.671387
0.264098,0.209591,0.526311
0.266658,0.131452,0.601891
0.167746,0.193086,0.639168
0.341599,0.249184,0.409217
0.178945,0.282567,0.538488
0.244515,0.219046,0.536439
0.297254,0.15493,0.547816
0.225642,0.233146,0.541212
0.132383,0.30089,0.566727
0.282327,0.191402,0.526271
0.118364,0.431449,0.450186
0.236934,0.448128,0.314938
0.246371,0.350224,0.403406
0.0897826,0.198243,0.711975
0.0479294,0.370616,0.581455
0.244513,0.19849,0.556997
0.07341,0.488139,0.438451
0.161601,0.296682,0.541717
0.0935687,0.250461,0.65597
0.261378,0.37584,0.362782
0.326777,0.419811,0.253412
0.216538,0.182194,0.601267
0.230264,0.292169,0.477567
0.0642439,0.515014,0.420743
0.0265982,0.440272,0.53313
0.156192,0.0883422,0.755466
0.11599,0.326448,0.557562
0.245766,0.350874,0.40336
0.128253,0.533706,0.338041
0.400601,0.24109,0.358309
0.174021,0.183153,0.642826
0.0714448,0.423554,0.505001
0.273731,0.111869,0.6144
0.246002,0.521337,0.232662
0.0541857,0.363363,0.582451
0.143706,0.405117,0.451178
0.142976,0.362151,0.494873
0.342486,0.196128,0.461386
0.194744,0.356686,0.448569
0.207707,0.209074,0.583219
0.185628,0.263599,0.550773
0.637523,0.160669,0.201808
0.187847,0.603601,0.208552
0.310314,0.222682,0.467004
0.310858,0.209473,0.479668
0.394527,0.360331,0.245142
0.287292,0.23818,0.474528
0.483268,0.204844,0.311889
0.0505653,0.146019,0.803415
0.258608,0.325594,0.415798
0.0580087,0.541722,0.400269
0.140842,0.227913,0.631245
0.159503,0.425122,0.415375
0.0253033,0.380921,0.593775
0.244642,0.36664,0.388718
0.0830891,0.506916,0.409995
0.114308,0.275496,0.610196
0.0956917,0.368358,0.53595
0.0402229,0.600566,0.359211
0.0818442,0.148705,0.769451
0.268118,0.180329,0.551553
0.0890388,0.588853,0.322108
0.156728,0.384592,0.458679
0.20144,0.329942,0.468618
0.0580682,0.44636,0.495572
0.0599219,0.222159,0.717919
0.301053,0.301545,0.397403
0.249956,0.308618,0.441426
0.439348,0.180277,0.380375
0.0407719,0.385523,0.573705
0.313084,0.158595,0.528321
0.317451,0.3463,0.33625
0.0587462,0.244015,0.697239
0.108667,0.212854,0.678479
0.0471689,0.225429,0.727402
0.260557,0.458725,0.280718
0.272767,0.359452,0.367781
0.120766,0.389513,0.489721
0.223212,0.2482,0.528587
0.58062,0.218759,0.200621
0.328514,0.0988135,0.572673
0.0334454,0.756065,0.210489
0.11528,0.329125,0.555595
0.302196,0.419219,0.278584
0.133461,0.0958438,0.770695
0.308233,0.291019,0.400747
0.19408,0.170404,0.635517
0.0604428,0.689552,0.250005
0.225625,0.523351,0.251024
0.340219,0.238147,0.421634
0.173598,0.219573,0.606829
0.192619,0.255751,0.55163
0.263979,0.411377,0.324644
0.184989,0.37139,0.443621
0.0240121,0.201001,0.774987
0.132308,0.379106,0.488587
0.205111,0.444775,0.350114
0.161227,0.238146,0.600626
0.103132,0.496326,0.400541
0.222151,0.429225,0.348624
0.168071,0.197992,0.633938
0.114324,0.373861,0.511815
0.0255426,0.450909,0.523548
0.181331,0.492468,0.326201
0.227953,0.466152,0.305894
0.0849953,0.502942,0.412063
0.127305,0.318157,0.554537
0.338682,0.191431,0.469887
0.074561,0.320127,0.605312
0.347908,0.16599,0.486102
0.165012,0.101748,0.733239
0.185822,0.0942172,0.719961
0.247247,0.190199,0.562554
0.181183,0.0927451,0.726072
0.113337,0.25858,0.628083
0.33608,0.346229,0.317691
0.169702,0.428786,0.401513
0.175401,0.171412,0.653187
0.230435,0.299454,0.470111
0.0864239,0.26259,0.650986
0.0615597,0.475099,0.463341
0.227659,0.125314,0.647027
0.293814,0.247616,0.45857
0.146515,0.185977,0.667509
0.304653,0.371485,0.323862
0.163806,0.152984,0.68321
0.242027,0.150473,0.6075
0.0552361,0.153236,0.791527
0.0997666,0.444599,0.455634
0.129764,0.444085,0.426152
0.242828,0.259505,0.497666
0.132813,0.449748,0.41744
0.241525,0.08686,0.671615
0.328052,0.149743,0.522204
0.134075,0.219551,0.646374
0.215008,0.326166,0.458826
0.229888,0.388025,0.382087
0.422061,0.260866,0.317072
0.170123,0.538692,0.291184
0.246633,0.377028,0.376338
0.142917,0.466324,0.390759
0.132309,0.30603,0.561661
0.263493,0.349524,0.386983
0.129289,0.204139,0.666572
0.294937,0.230656,0.474407
0.141873,0.370762,0.487365
0.178664,0.345692,0.475644
0.105212,0.565632,0.329156
0.145231,0.256803,0.597966
0.0457841,0.323345,0.630871
0.127127,0.262096,0.610777
0.0498071,0.318683,0.63151
0.15511,0.34356,0.50133
0.337947,0.15183,0.510223
0.175342,0.166306,0.658352
0.0627202,0.579676,0.357603
0.535525,0.32974,0.134735
0.0305541,0.608767,0.360679
0.138726,0.149757,0.711516
0.229375,0.162224,0.608401
0.303593,0.2317,0.464707
0.249544,0.188899,0.561557
0.107583,0.141816,0.750601
0.234449,0.302957,0.462594
0.204184,0.223309,0.572507
0.0595067,0.373936,0.566558
0.15221,0.311605,0.536184
0.176224,0.315413,0.508363
0.024683,0.497697,0.477619
0.372808,0.196565,0.430627
0.261847,0.0937695,0.644384
0.141362,0.140872,0.717766
0.180679,0.226954,0.592367
0.139776,0.141889,0.718335
0.142315,0.675854,0.181831
0.123093,0.071266,0.805641
0.578872,0.173951,0.247176
0.162439,0.355717,0.481844
